FECHA,CIUDAD,NUM_CONTADOR
2019-03-16,MONTCADA I REIXAC,73168
2019-03-16,SANT FELIU LL.,416159
2019-03-16,EL PAPIOL,38893
2019-03-16,MONTGAT,3066
2019-03-16,STA.COLOMA GRAMENET,453
2019-03-16,LES BOTIGUES SITGES,2334
2019-03-16,BEGUES,62795
2019-03-16,SANT JUST DESVERN,48497
2019-03-16,SANT CUGAT,136
2019-03-16,BARCELONA,49773990
2019-03-16,SANT JOAN DESPI,329564
2019-03-16,PALLEJA,70123
2019-03-16,SANT CLIMENT LLOB.,15541
2019-03-16,ESPLUGUES,139690
2019-03-16,BADALONA,1252
2019-03-16,LA LLAGOSTA,70
2019-03-16,VILADECANS,75962
2019-03-16,SANT ADRIA,253379
2019-03-16,L'HOSPITALET LLOBR.,12865218
2019-03-16,CORNELLA,1452
2019-03-17,SANT CLIMENT LLOB.,15541
2019-03-17,MONTGAT,3066
2019-03-17,LES BOTIGUES SITGES,2334
2019-03-17,BEGUES,62795
2019-03-17,PALLEJA,70123
2019-03-17,BADALONA,1252
2019-03-17,L'HOSPITALET LLOBR.,12863892
2019-03-17,CORNELLA,1423
2019-03-17,SANT ADRIA,253294
2019-03-17,CASTELLDEFELS,318440
2019-03-17,SANT FELIU LL.,416204
2019-03-17,CERDANYOLA,680
2019-03-17,EL PAPIOL,38893
2019-03-17,SANT BOI,917
2019-03-17,TORRELLES LLOBREGAT,18142
2019-03-17,MONTCADA I REIXAC,73201
2019-03-17,STA.COLOMA CERVELLO,16
2019-03-17,GAVA,305552
2019-03-17,SANT CUGAT,136
2019-03-17,VILADECANS,75819
2019-03-17,STA.COLOMA GRAMENET,453
2019-03-17,BARCELONA,49750970
2019-03-17,SANT JUST DESVERN,48553
2019-03-17,SANT JOAN DESPI,329343
2019-03-17,LA LLAGOSTA,70
2019-03-17,ESPLUGUES,139686
2019-03-18,CORNELLA,1394
2019-03-18,TORRELLES LLOBREGAT,18142
2019-03-18,GAVA,306444
2019-03-18,PALLEJA,70123
2019-03-18,SANT CLIMENT LLOB.,15541
2019-03-18,MONTGAT,3019
2019-03-18,SANT CUGAT,136
2019-03-18,BEGUES,62795
2019-03-18,SANT JUST DESVERN,48522
2019-03-18,L'HOSPITALET LLOBR.,12866058
2019-03-18,LES BOTIGUES SITGES,2334
2019-03-18,STA.COLOMA GRAMENET,453
2019-03-18,CERDANYOLA,680
2019-03-18,SANT JOAN DESPI,329311
2019-03-18,BADALONA,1252
2019-03-18,LA LLAGOSTA,70
2019-03-18,SANT BOI,917
2019-03-18,CASTELLDEFELS,318496
2019-03-18,ESPLUGUES,139611
2019-03-18,BARCELONA,49834170
2019-03-18,VILADECANS,75346
2019-03-18,MONTCADA I REIXAC,73201
2019-03-18,EL PAPIOL,38893
2019-03-18,STA.COLOMA CERVELLO,16
2019-03-18,SANT FELIU LL.,416232
2019-03-18,SANT ADRIA,253362
2019-03-19,MONTGAT,3040
2019-03-19,LES BOTIGUES SITGES,2334
2019-03-19,L'HOSPITALET LLOBR.,12873498
2019-03-19,BEGUES,62829
2019-03-19,SANT JUST DESVERN,48443
2019-03-19,SANT JOAN DESPI,329455
2019-03-19,SANT CUGAT,136
2019-03-19,BARCELONA,49937760
2019-03-19,TORRELLES LLOBREGAT,18142
2019-03-19,GAVA,306330
2019-03-19,SANT CLIMENT LLOB.,15501
2019-03-19,SANT ADRIA,253429
2019-03-19,STA.COLOMA GRAMENET,453
2019-03-19,CORNELLA,1423
2019-03-19,PALLEJA,70123
2019-03-19,CERDANYOLA,680
2019-03-19,SANT BOI,917
2019-03-19,CASTELLDEFELS,320953
2019-03-19,STA.COLOMA CERVELLO,16
2019-03-19,LA LLAGOSTA,70
2019-03-19,SANT FELIU LL.,416263
2019-03-19,ESPLUGUES,139547
2019-03-19,MONTCADA I REIXAC,73314
2019-03-19,BADALONA,1252
2019-03-19,EL PAPIOL,38893
2019-03-19,VILADECANS,75179
2019-03-20,LES BOTIGUES SITGES,2334
2019-03-20,GAVA,306476
2019-03-20,TORRELLES LLOBREGAT,18176
2019-03-20,BEGUES,62829
2019-03-20,SANT CLIMENT LLOB.,15469
2019-03-20,MONTGAT,3018
2019-03-20,SANT JUST DESVERN,48472
2019-03-20,BARCELONA,50075000
2019-03-20,L'HOSPITALET LLOBR.,12883014
2019-03-20,SANT JOAN DESPI,329354
2019-03-20,MONTCADA I REIXAC,73314
2019-03-20,BADALONA,1252
2019-03-20,SANT CUGAT,136
2019-03-20,STA.COLOMA CERVELLO,16
2019-03-20,SANT FELIU LL.,416302
2019-03-20,CERDANYOLA,680
2019-03-20,EL PAPIOL,38893
2019-03-20,SANT BOI,917
2019-03-20,PALLEJA,70150
2019-03-20,CASTELLDEFELS,321314
2019-03-20,SANT ADRIA,253462
2019-03-20,ESPLUGUES,139449
2019-03-20,STA.COLOMA GRAMENET,453
2019-03-20,LA LLAGOSTA,70
2019-03-20,CORNELLA,1423
2019-03-20,VILADECANS,75265
2019-03-21,CERDANYOLA,680
2019-03-21,EL PAPIOL,38893
2019-03-21,STA.COLOMA CERVELLO,16
2019-03-21,PALLEJA,70112
2019-03-21,SANT FELIU LL.,416294
2019-03-21,SANT ADRIA,254965
2019-03-21,L'HOSPITALET LLOBR.,12878826
2019-03-21,CORNELLA,1452
2019-03-21,STA.COLOMA GRAMENET,495
2019-03-21,BADALONA,1252
2019-03-21,VILADECANS,75082
2019-03-21,LA LLAGOSTA,70
2019-03-21,ESPLUGUES,139417
2019-03-21,SANT JUST DESVERN,48479
2019-03-21,GAVA,306157
2019-03-21,BEGUES,62857
2019-03-21,LES BOTIGUES SITGES,2334
2019-03-21,TORRELLES LLOBREGAT,18209
2019-03-21,SANT CLIMENT LLOB.,15469
2019-03-21,MONTGAT,2892
2019-03-21,CASTELLDEFELS,321655
2019-03-21,SANT JOAN DESPI,329447
2019-03-21,SANT BOI,917
2019-03-21,SANT CUGAT,136
2019-03-21,MONTCADA I REIXAC,73339
2019-03-21,BARCELONA,50189790
2019-03-22,PALLEJA,70081
2019-03-22,BADALONA,1252
2019-03-22,SANT CLIMENT LLOB.,15469
2019-03-22,ESPLUGUES,139601
2019-03-22,VILADECANS,75132
2019-03-22,SANT FELIU LL.,416554
2019-03-22,SANT ADRIA,254828
2019-03-22,EL PAPIOL,38893
2019-03-22,CORNELLA,1394
2019-03-22,L'HOSPITALET LLOBR.,12891216
2019-03-22,TORRELLES LLOBREGAT,18209
2019-03-22,CERDANYOLA,680
2019-03-22,MONTCADA I REIXAC,73386
2019-03-22,BARCELONA,50292370
2019-03-22,STA.COLOMA CERVELLO,16
2019-03-22,GAVA,306186
2019-03-22,CASTELLDEFELS,321762
2019-03-22,SANT BOI,917
2019-03-22,STA.COLOMA GRAMENET,453
2019-03-22,MONTGAT,2881
2019-03-22,LES BOTIGUES SITGES,2334
2019-03-22,BEGUES,62881
2019-03-22,SANT JOAN DESPI,329471
2019-03-22,SANT JUST DESVERN,48547
2019-03-22,SANT CUGAT,136
2019-03-23,SANT ADRIA,254951
2019-03-23,L'HOSPITALET LLOBR.,12889896
2019-03-23,CORNELLA,1394
2019-03-23,BADALONA,1252
2019-03-23,LES BOTIGUES SITGES,2334
2019-03-23,MONTGAT,2881
2019-03-23,BEGUES,62881
2019-03-23,SANT JUST DESVERN,48554
2019-03-23,PALLEJA,70081
2019-03-23,SANT CLIMENT LLOB.,15469
2019-03-23,SANT JOAN DESPI,329527
2019-03-23,BARCELONA,50304740
2019-03-23,STA.COLOMA GRAMENET,453
2019-03-23,TORRELLES LLOBREGAT,18209
2019-03-23,VILADECANS,74968
2019-03-23,SANT CUGAT,136
2019-03-23,ESPLUGUES,139828
2019-03-23,SANT FELIU LL.,416556
2019-03-23,MONTCADA I REIXAC,73463
2019-03-23,CERDANYOLA,680
2019-03-23,GAVA,306359
2019-03-23,EL PAPIOL,38921
2019-03-23,CASTELLDEFELS,321949
2019-03-23,STA.COLOMA CERVELLO,16
2019-03-23,SANT BOI,917
2019-03-24,CASTELLDEFELS,321413
2019-03-24,SANT BOI,917
2019-03-24,VILADECANS,75352
2019-03-24,SANT CUGAT,136
2019-03-24,STA.COLOMA GRAMENET,453
2019-03-24,CERDANYOLA,680
2019-03-24,ESPLUGUES,140345
2019-03-24,BARCELONA,50310400
2019-03-24,MONTCADA I REIXAC,73491
2019-03-24,BADALONA,1252
2019-03-24,SANT JOAN DESPI,329492
2019-03-24,TORRELLES LLOBREGAT,18209
2019-03-24,STA.COLOMA CERVELLO,16
2019-03-24,GAVA,306275
2019-03-24,SANT FELIU LL.,416621
2019-03-24,SANT ADRIA,255016
2019-03-24,EL PAPIOL,38921
2019-03-24,L'HOSPITALET LLOBR.,12897096
2019-03-24,CORNELLA,1423
2019-03-24,MONTGAT,2881
2019-03-24,LES BOTIGUES SITGES,2334
2019-03-24,PALLEJA,70060
2019-03-24,SANT CLIMENT LLOB.,15469
2019-03-24,BEGUES,62881
2019-03-24,SANT JUST DESVERN,48610
2019-03-25,TORRELLES LLOBREGAT,18209
2019-03-25,SANT CLIMENT LLOB.,15469
2019-03-25,GAVA,305759
2019-03-25,SANT JUST DESVERN,48553
2019-03-25,SANT CUGAT,136
2019-03-25,L'HOSPITALET LLOBR.,12894000
2019-03-25,LES BOTIGUES SITGES,2334
2019-03-25,BEGUES,62881
2019-03-25,VILADECANS,75489
2019-03-25,MONTGAT,2881
2019-03-25,STA.COLOMA GRAMENET,453
2019-03-25,SANT BOI,917
2019-03-25,STA.COLOMA CERVELLO,16
2019-03-25,BARCELONA,50377500
2019-03-25,CASTELLDEFELS,321406
2019-03-25,ESPLUGUES,140087
2019-03-25,SANT JOAN DESPI,329726
2019-03-25,MONTCADA I REIXAC,73491
2019-03-25,CERDANYOLA,680
2019-03-25,PALLEJA,70060
2019-03-25,BADALONA,1252
2019-03-25,SANT ADRIA,255163
2019-03-25,SANT FELIU LL.,416428
2019-03-25,CORNELLA,1452
2019-03-25,EL PAPIOL,38921
2019-03-26,SANT CUGAT,136
2019-03-26,BEGUES,62881
2019-03-26,MONTGAT,2852
2019-03-26,BARCELONA,50406830
2019-03-26,L'HOSPITALET LLOBR.,12885852
2019-03-26,SANT JOAN DESPI,329658
2019-03-26,SANT JUST DESVERN,48577
2019-03-26,SANT CLIMENT LLOB.,15509
2019-03-26,GAVA,305728
2019-03-26,TORRELLES LLOBREGAT,18145
2019-03-26,LES BOTIGUES SITGES,2334
2019-03-26,CORNELLA,1452
2019-03-26,VILADECANS,75630
2019-03-26,ESPLUGUES,140082
2019-03-26,STA.COLOMA GRAMENET,453
2019-03-26,SANT ADRIA,255026
2019-03-26,STA.COLOMA CERVELLO,16
2019-03-26,CASTELLDEFELS,321978
2019-03-26,PALLEJA,70123
2019-03-26,SANT BOI,917
2019-03-26,EL PAPIOL,38921
2019-03-26,MONTCADA I REIXAC,73519
2019-03-26,SANT FELIU LL.,415768
2019-03-26,CERDANYOLA,680
2019-03-26,BADALONA,1252
2019-03-27,ESPLUGUES,140261
2019-03-27,BADALONA,1252
2019-03-27,VILADECANS,76076
2019-03-27,STA.COLOMA GRAMENET,453
2019-03-27,CORNELLA,1452
2019-03-27,SANT ADRIA,254967
2019-03-27,EL PAPIOL,38921
2019-03-27,SANT FELIU LL.,417559
2019-03-27,STA.COLOMA CERVELLO,16
2019-03-27,PALLEJA,70123
2019-03-27,CERDANYOLA,680
2019-03-27,BARCELONA,50375190
2019-03-27,MONTCADA I REIXAC,73570
2019-03-27,SANT JOAN DESPI,329565
2019-03-27,SANT CUGAT,136
2019-03-27,SANT BOI,917
2019-03-27,L'HOSPITALET LLOBR.,12882168
2019-03-27,CASTELLDEFELS,323795
2019-03-27,SANT JUST DESVERN,48631
2019-03-27,SANT CLIMENT LLOB.,15509
2019-03-27,MONTGAT,2852
2019-03-27,LES BOTIGUES SITGES,2334
2019-03-27,GAVA,305604
2019-03-27,BEGUES,62853
2019-03-27,TORRELLES LLOBREGAT,18145
2019-03-28,L'HOSPITALET LLOBR.,12882282
2019-03-28,PALLEJA,70123
2019-03-28,EL PAPIOL,38921
2019-03-28,SANT ADRIA,255027
2019-03-28,SANT FELIU LL.,417409
2019-03-28,ESPLUGUES,140136
2019-03-28,VILADECANS,76444
2019-03-28,CORNELLA,1452
2019-03-28,STA.COLOMA GRAMENET,423
2019-03-28,SANT CLIMENT LLOB.,15511
2019-03-28,BADALONA,1252
2019-03-28,SANT CUGAT,136
2019-03-28,BEGUES,62819
2019-03-28,LES BOTIGUES SITGES,2334
2019-03-28,MONTGAT,2852
2019-03-28,SANT JUST DESVERN,48647
2019-03-28,SANT BOI,886
2019-03-28,CASTELLDEFELS,324354
2019-03-28,BARCELONA,50573570
2019-03-28,MONTCADA I REIXAC,73613
2019-03-28,CERDANYOLA,680
2019-03-28,TORRELLES LLOBREGAT,18145
2019-03-28,SANT JOAN DESPI,328886
2019-03-28,STA.COLOMA CERVELLO,16
2019-03-28,GAVA,305978
2019-03-29,SANT CLIMENT LLOB.,15482
2019-03-29,PALLEJA,70123
2019-03-29,VILADECANS,76612
2019-03-29,ESPLUGUES,140364
2019-03-29,BADALONA,1252
2019-03-29,CORNELLA,1437
2019-03-29,L'HOSPITALET LLOBR.,12884964
2019-03-29,SANT ADRIA,255162
2019-03-29,SANT BOI,886
2019-03-29,CASTELLDEFELS,324331
2019-03-29,STA.COLOMA CERVELLO,16
2019-03-29,TORRELLES LLOBREGAT,18145
2019-03-29,CERDANYOLA,680
2019-03-29,EL PAPIOL,38921
2019-03-29,GAVA,306287
2019-03-29,SANT FELIU LL.,416753
2019-03-29,MONTCADA I REIXAC,73549
2019-03-29,SANT CUGAT,136
2019-03-29,BEGUES,62846
2019-03-29,STA.COLOMA GRAMENET,423
2019-03-29,LES BOTIGUES SITGES,2334
2019-03-29,MONTGAT,2830
2019-03-29,BARCELONA,50704510
2019-03-29,SANT JUST DESVERN,48594
2019-03-29,SANT JOAN DESPI,328702
2019-03-30,CORNELLA,1408
2019-03-30,L'HOSPITALET LLOBR.,12878850
2019-03-30,SANT ADRIA,255063
2019-03-30,PALLEJA,70062
2019-03-30,LES BOTIGUES SITGES,2334
2019-03-30,MONTGAT,2722
2019-03-30,BEGUES,62846
2019-03-30,SANT JUST DESVERN,48603
2019-03-30,SANT CLIMENT LLOB.,15482
2019-03-30,CASTELLDEFELS,324825
2019-03-30,BARCELONA,50631740
2019-03-30,STA.COLOMA GRAMENET,423
2019-03-30,SANT CUGAT,136
2019-03-30,VILADECANS,77027
2019-03-30,SANT JOAN DESPI,328782
2019-03-30,BADALONA,1252
2019-03-30,ESPLUGUES,140536
2019-03-30,CERDANYOLA,680
2019-03-30,EL PAPIOL,38921
2019-03-30,STA.COLOMA CERVELLO,16
2019-03-30,SANT FELIU LL.,416544
2019-03-30,MONTCADA I REIXAC,73640
2019-03-30,TORRELLES LLOBREGAT,18145
2019-03-30,GAVA,305487
2019-03-30,SANT BOI,886
2019-03-31,BEGUES,62846
2019-03-31,LES BOTIGUES SITGES,2334
2019-03-31,L'HOSPITALET LLOBR.,12861960
2019-03-31,MONTGAT,2637
2019-03-31,SANT JUST DESVERN,48778
2019-03-31,SANT CUGAT,136
2019-03-31,PALLEJA,70062
2019-03-31,SANT CLIMENT LLOB.,15482
2019-03-31,TORRELLES LLOBREGAT,18145
2019-03-31,GAVA,304491
2019-03-31,CORNELLA,1466
2019-03-31,SANT FELIU LL.,416392
2019-03-31,SANT ADRIA,254713
2019-03-31,EL PAPIOL,38921
2019-03-31,STA.COLOMA CERVELLO,16
2019-03-31,BADALONA,1252
2019-03-31,SANT JOAN DESPI,328628
2019-03-31,CERDANYOLA,680
2019-03-31,MONTCADA I REIXAC,73662
2019-03-31,BARCELONA,50320920
2019-03-31,CASTELLDEFELS,324826
2019-03-31,ESPLUGUES,140519
2019-03-31,SANT BOI,886
2019-03-31,STA.COLOMA GRAMENET,423
2019-03-31,VILADECANS,77327
2019-04-01,GAVA,305341
2019-04-01,SANT CLIMENT LLOB.,16082
2019-04-01,TORRELLES LLOBREGAT,18145
2019-04-01,SANT JUST DESVERN,48833
2019-04-01,SANT JOAN DESPI,330144
2019-04-01,SANT CUGAT,136
2019-04-01,BARCELONA,50482310
2019-04-01,MONTGAT,2656
2019-04-01,LES BOTIGUES SITGES,2334
2019-04-01,BEGUES,62846
2019-04-01,L'HOSPITALET LLOBR.,12873024
2019-04-01,ESPLUGUES,140795
2019-04-01,SANT FELIU LL.,415951
2019-04-01,BADALONA,1220
2019-04-01,MONTCADA I REIXAC,73690
2019-04-01,VILADECANS,77597
2019-04-01,STA.COLOMA CERVELLO,16
2019-04-01,CASTELLDEFELS,325415
2019-04-01,CERDANYOLA,680
2019-04-01,PALLEJA,70100
2019-04-01,EL PAPIOL,38921
2019-04-01,SANT BOI,886
2019-04-01,SANT ADRIA,256710
2019-04-01,STA.COLOMA GRAMENET,423
2019-04-01,CORNELLA,1466
2019-04-02,SANT CUGAT,136
2019-04-02,L'HOSPITALET LLOBR.,12899154
2019-04-02,CASTELLDEFELS,325981
2019-04-02,BARCELONA,51014820
2019-04-02,SANT JOAN DESPI,330556
2019-04-02,SANT JUST DESVERN,48880
2019-04-02,MONTGAT,2938
2019-04-02,SANT CLIMENT LLOB.,16111
2019-04-02,LES BOTIGUES SITGES,2334
2019-04-02,TORRELLES LLOBREGAT,18145
2019-04-02,BEGUES,62846
2019-04-02,GAVA,306112
2019-04-02,ESPLUGUES,141225
2019-04-02,LA LLAGOSTA,105
2019-04-02,VILADECANS,77649
2019-04-02,STA.COLOMA GRAMENET,423
2019-04-02,SANT ADRIA,257189
2019-04-02,CORNELLA,1452
2019-04-02,SANT BOI,886
2019-04-02,PALLEJA,70100
2019-04-02,MONTCADA I REIXAC,73821
2019-04-02,CERDANYOLA,680
2019-04-02,BADALONA,1220
2019-04-02,EL PAPIOL,38921
2019-04-02,STA.COLOMA CERVELLO,16
2019-04-02,SANT FELIU LL.,415808
2019-04-03,MONTGAT,3002
2019-04-03,BEGUES,62781
2019-04-03,SANT CUGAT,136
2019-04-03,SANT CLIMENT LLOB.,16111
2019-04-03,LES BOTIGUES SITGES,2334
2019-04-03,SANT JUST DESVERN,48880
2019-04-03,SANT BOI,917
2019-04-03,BARCELONA,51399840
2019-04-03,CASTELLDEFELS,327535
2019-04-03,TORRELLES LLOBREGAT,18145
2019-04-03,MONTCADA I REIXAC,73821
2019-04-03,CERDANYOLA,680
2019-04-03,GAVA,306994
2019-04-03,SANT JOAN DESPI,330531
2019-04-03,PALLEJA,70100
2019-04-03,STA.COLOMA CERVELLO,16
2019-04-03,L'HOSPITALET LLOBR.,12927126
2019-04-03,SANT FELIU LL.,417709
2019-04-03,EL PAPIOL,38921
2019-04-03,SANT ADRIA,257187
2019-04-03,ESPLUGUES,141414
2019-04-03,CORNELLA,1452
2019-04-03,LA LLAGOSTA,175
2019-04-03,VILADECANS,77431
2019-04-03,STA.COLOMA GRAMENET,423
2019-04-03,BADALONA,1256
2019-04-04,SANT ADRIA,257216
2019-04-04,CORNELLA,1452
2019-04-04,L'HOSPITALET LLOBR.,12938532
2019-04-04,VILADECANS,77372
2019-04-04,LA LLAGOSTA,175
2019-04-04,BADALONA,1256
2019-04-04,ESPLUGUES,141611
2019-04-04,PALLEJA,71573
2019-04-04,SANT CLIMENT LLOB.,16143
2019-04-04,SANT JUST DESVERN,48847
2019-04-04,SANT JOAN DESPI,330634
2019-04-04,SANT CUGAT,136
2019-04-04,BARCELONA,51596620
2019-04-04,STA.COLOMA GRAMENET,423
2019-04-04,MONTGAT,3002
2019-04-04,MONTCADA I REIXAC,74095
2019-04-04,SANT FELIU LL.,417719
2019-04-04,BEGUES,62781
2019-04-04,LES BOTIGUES SITGES,2306
2019-04-04,TORRELLES LLOBREGAT,18145
2019-04-04,CERDANYOLA,680
2019-04-04,EL PAPIOL,38921
2019-04-04,GAVA,307153
2019-04-04,CASTELLDEFELS,328130
2019-04-04,STA.COLOMA CERVELLO,16
2019-04-04,SANT BOI,886
2019-04-05,PALLEJA,72076
2019-04-05,MONTGAT,3028
2019-04-05,SANT CLIMENT LLOB.,16143
2019-04-05,LES BOTIGUES SITGES,2306
2019-04-05,BADALONA,1256
2019-04-05,BEGUES,62781
2019-04-05,SANT ADRIA,257285
2019-04-05,L'HOSPITALET LLOBR.,12947448
2019-04-05,CORNELLA,1481
2019-04-05,SANT BOI,886
2019-04-05,CASTELLDEFELS,328331
2019-04-05,TORRELLES LLOBREGAT,18209
2019-04-05,MONTCADA I REIXAC,74148
2019-04-05,SANT FELIU LL.,417875
2019-04-05,CERDANYOLA,680
2019-04-05,EL PAPIOL,38921
2019-04-05,STA.COLOMA CERVELLO,16
2019-04-05,GAVA,306467
2019-04-05,SANT CUGAT,136
2019-04-05,LA LLAGOSTA,175
2019-04-05,STA.COLOMA GRAMENET,423
2019-04-05,ESPLUGUES,141486
2019-04-05,VILADECANS,77477
2019-04-05,SANT JUST DESVERN,48972
2019-04-05,SANT JOAN DESPI,330673
2019-04-05,BARCELONA,51764940
2019-04-06,CORNELLA,1452
2019-04-06,TORRELLES LLOBREGAT,18209
2019-04-06,GAVA,306548
2019-04-06,L'HOSPITALET LLOBR.,12949296
2019-04-06,SANT JUST DESVERN,48943
2019-04-06,SANT CLIMENT LLOB.,16143
2019-04-06,SANT CUGAT,136
2019-04-06,MONTGAT,3028
2019-04-06,LES BOTIGUES SITGES,2306
2019-04-06,BEGUES,62846
2019-04-06,PALLEJA,72137
2019-04-06,STA.COLOMA GRAMENET,423
2019-04-06,CASTELLDEFELS,328358
2019-04-06,SANT BOI,886
2019-04-06,CERDANYOLA,680
2019-04-06,VILADECANS,76763
2019-04-06,SANT JOAN DESPI,330664
2019-04-06,LA LLAGOSTA,175
2019-04-06,BARCELONA,51820520
2019-04-06,ESPLUGUES,141858
2019-04-06,BADALONA,1256
2019-04-06,MONTCADA I REIXAC,74111
2019-04-06,STA.COLOMA CERVELLO,16
2019-04-06,EL PAPIOL,38921
2019-04-06,SANT FELIU LL.,417946
2019-04-06,SANT ADRIA,257355
2019-04-07,LES BOTIGUES SITGES,2306
2019-04-07,BEGUES,62846
2019-04-07,L'HOSPITALET LLOBR.,12951498
2019-04-07,MONTGAT,3028
2019-04-07,SANT JUST DESVERN,48943
2019-04-07,SANT CUGAT,136
2019-04-07,SANT JOAN DESPI,330569
2019-04-07,GAVA,306535
2019-04-07,SANT CLIMENT LLOB.,16143
2019-04-07,TORRELLES LLOBREGAT,18145
2019-04-07,CORNELLA,1481
2019-04-07,SANT ADRIA,257410
2019-04-07,STA.COLOMA GRAMENET,423
2019-04-07,EL PAPIOL,38921
2019-04-07,STA.COLOMA CERVELLO,16
2019-04-07,SANT BOI,886
2019-04-07,BARCELONA,51815830
2019-04-07,PALLEJA,72137
2019-04-07,CASTELLDEFELS,328236
2019-04-07,CERDANYOLA,680
2019-04-07,ESPLUGUES,141969
2019-04-07,VILADECANS,76634
2019-04-07,MONTCADA I REIXAC,74111
2019-04-07,LA LLAGOSTA,175
2019-04-07,BADALONA,1256
2019-04-07,SANT FELIU LL.,417285
2019-04-08,STA.COLOMA GRAMENET,423
2019-04-08,LA LLAGOSTA,175
2019-04-08,ESPLUGUES,141840
2019-04-08,CORNELLA,1452
2019-04-08,VILADECANS,76623
2019-04-08,SANT ADRIA,257402
2019-04-08,PALLEJA,72137
2019-04-08,SANT BOI,886
2019-04-08,CASTELLDEFELS,328721
2019-04-08,SANT FELIU LL.,418338
2019-04-08,STA.COLOMA CERVELLO,16
2019-04-08,EL PAPIOL,38921
2019-04-08,BADALONA,1256
2019-04-08,MONTCADA I REIXAC,74111
2019-04-08,CERDANYOLA,680
2019-04-08,SANT CUGAT,136
2019-04-08,BARCELONA,51888050
2019-04-08,L'HOSPITALET LLOBR.,12962400
2019-04-08,SANT JOAN DESPI,330647
2019-04-08,SANT JUST DESVERN,48977
2019-04-08,TORRELLES LLOBREGAT,18172
2019-04-08,LES BOTIGUES SITGES,2334
2019-04-08,MONTGAT,3028
2019-04-08,SANT CLIMENT LLOB.,16143
2019-04-08,BEGUES,62886
2019-04-08,GAVA,306437
2019-04-09,SANT CUGAT,136
2019-04-09,SANT JOAN DESPI,330271
2019-04-09,MONTCADA I REIXAC,74139
2019-04-09,BARCELONA,52029420
2019-04-09,CASTELLDEFELS,329294
2019-04-09,SANT BOI,935
2019-04-09,SANT JUST DESVERN,48974
2019-04-09,BEGUES,62886
2019-04-09,SANT CLIMENT LLOB.,16143
2019-04-09,MONTGAT,3028
2019-04-09,GAVA,307696
2019-04-09,LES BOTIGUES SITGES,2334
2019-04-09,TORRELLES LLOBREGAT,18172
2019-04-09,VILADECANS,76729
2019-04-09,BADALONA,1256
2019-04-09,LA LLAGOSTA,175
2019-04-09,ESPLUGUES,141689
2019-04-09,CORNELLA,1452
2019-04-09,STA.COLOMA GRAMENET,423
2019-04-09,L'HOSPITALET LLOBR.,12973926
2019-04-09,EL PAPIOL,38921
2019-04-09,SANT FELIU LL.,417599
2019-04-09,SANT ADRIA,257451
2019-04-09,STA.COLOMA CERVELLO,16
2019-04-09,CERDANYOLA,680
2019-04-09,PALLEJA,72175
2019-04-10,PALLEJA,72197
2019-04-10,SANT CLIMENT LLOB.,16143
2019-04-10,BADALONA,1256
2019-04-10,ESPLUGUES,141520
2019-04-10,VILADECANS,76529
2019-04-10,LA LLAGOSTA,175
2019-04-10,CORNELLA,1510
2019-04-10,L'HOSPITALET LLOBR.,12975582
2019-04-10,SANT FELIU LL.,417596
2019-04-10,SANT ADRIA,257465
2019-04-10,EL PAPIOL,38921
2019-04-10,STA.COLOMA CERVELLO,5
2019-04-10,GAVA,307422
2019-04-10,TORRELLES LLOBREGAT,18203
2019-04-10,MONTCADA I REIXAC,74169
2019-04-10,BARCELONA,52224130
2019-04-10,CASTELLDEFELS,329287
2019-04-10,CERDANYOLA,680
2019-04-10,SANT BOI,935
2019-04-10,STA.COLOMA GRAMENET,423
2019-04-10,BEGUES,62886
2019-04-10,LES BOTIGUES SITGES,2334
2019-04-10,MONTGAT,3050
2019-04-10,SANT JUST DESVERN,48974
2019-04-10,SANT JOAN DESPI,330294
2019-04-10,SANT CUGAT,136
2019-04-11,L'HOSPITALET LLOBR.,12978246
2019-04-11,SANT ADRIA,257515
2019-04-11,CORNELLA,1539
2019-04-11,BEGUES,62886
2019-04-11,LES BOTIGUES SITGES,2334
2019-04-11,MONTGAT,3095
2019-04-11,BADALONA,1220
2019-04-11,SANT CLIMENT LLOB.,16143
2019-04-11,PALLEJA,72159
2019-04-11,BARCELONA,52398170
2019-04-11,SANT JOAN DESPI,330486
2019-04-11,SANT JUST DESVERN,49005
2019-04-11,STA.COLOMA GRAMENET,451
2019-04-11,SANT CUGAT,136
2019-04-11,VILADECANS,76383
2019-04-11,ESPLUGUES,141420
2019-04-11,LA LLAGOSTA,175
2019-04-11,GAVA,307405
2019-04-11,CERDANYOLA,680
2019-04-11,SANT FELIU LL.,418287
2019-04-11,MONTCADA I REIXAC,74263
2019-04-11,EL PAPIOL,38921
2019-04-11,CASTELLDEFELS,329259
2019-04-11,TORRELLES LLOBREGAT,18203
2019-04-11,STA.COLOMA CERVELLO,5
2019-04-11,SANT BOI,972
2019-04-12,SANT JUST DESVERN,48952
2019-04-12,SANT CLIMENT LLOB.,16143
2019-04-12,LES BOTIGUES SITGES,2361
2019-04-12,BEGUES,62902
2019-04-12,PALLEJA,72159
2019-04-12,MONTGAT,3255
2019-04-12,L'HOSPITALET LLOBR.,12990894
2019-04-12,CORNELLA,1539
2019-04-12,TORRELLES LLOBREGAT,18203
2019-04-12,BARCELONA,52509820
2019-04-12,CERDANYOLA,680
2019-04-12,STA.COLOMA CERVELLO,5
2019-04-12,GAVA,307287
